dataset,n,chunk_size,merge_seed,method,statistic,estimate,oracle_decimal,absolute_error,relative_error,ulp_error,binary64
centered,12000,31,1,chan_random,population_variance,0.00085002274999305591,0.0008500227499930555926023897850401163691916700819056878998219619222244722173709595,3.220139013837437295637297246238667120025217880777755277826290405E-19,3.7882974471727312903728652602803625781221802143163357937308198179403043717964625E-16,2.9700540135013331,3f4bda81f4bee95e
centered,12000,31,2,chan_random,sum,0.0010000000000000087,0.001000000000000008694434061595757157192565500736236572265625,0E-60,0,0,3f50624dd2f1aa24
centered,12000,31,2,chan_random,mean,8.3333333333374221e-08,8.3333333333334057869505132979763099380458394686381022135416666666666666666666667E-8,4.0163090692207249523167552259413544864704211552937825520833333333333E-20,4.8195708830648280393388582771468008653826998678623405278150346776008311696777998E-13,3034.6373333333331,3e765e9f80f29e23
centered,12000,31,2,chan_random,population_variance,0.0008500227499930557,0.0008500227499930555926023897850401163691916700819056878998219619222244722173709595,1.051734668866428427622391644498783697173655380777755277826290405E-19,1.2373017885403899546403997756463707619075631563110617015600314788742339351455792E-16,0.97005401350133336,3f4bda81f4bee95c
centered,12000,31,3,chan_random,sum,0.0010000000000000087,0.001000000000000008694434061595757157192565500736236572265625,0E-60,0,0,3f50624dd2f1aa24
centered,12000,31,3,chan_random,mean,8.3333333333384213e-08,8.3333333333334057869505132979763099380458394686381022135416666666666666666666667E-8,5.0155432491847823835614169259618696135779221852620442708333333333333E-20,6.0186518990216865315016245690153408908236108960783647265881613889273436842232190E-13,3789.6373333333331,3e765e9f80f2a116
centered,12000,31,3,chan_random,population_variance,0.00085002274999305559,0.0008500227499930555926023897850401163691916700819056878998219619222244722173709595,3.2467503619076006385061156371158014252125869222244722173709595E-21,3.8196040775780713225832966670625146199745372691575344525362690658801283179862503E-18,0.029945986498666689,3f4bda81f4bee95b
centered,12000,31,4,chan_random,sum,0.0010000000000000087,0.001000000000000008694434061595757157192565500736236572265625,0E-60,0,0,3f50624dd2f1aa24
centered,12000,31,4,chan_random,mean,8.3333333333421761e-08,8.3333333333334057869505132979763099380458394686381022135416666666666666666666667E-8,8.7702814856854856053377152610058449984838565190633138020833333333333E-20,1.0524337782822491223244363602169046920195616971639769563567446792944980775303158E-12,6626.6373333333331,3e765e9f80f2ac2b
centered,12000,31,4,chan_random,population_variance,0.0008500227499930557,0.0008500227499930555926023897850401163691916700819056878998219619222244722173709595,1.051734668866428427622391644498783697173655380777755277826290405E-19,1.2373017885403899546403997756463707619075631563110617015600314788742339351455792E-16,0.97005401350133336,3f4bda81f4bee95c
centered,12000,31,5,chan_random,sum,0.0010000000000000087,0.001000000000000008694434061595757157192565500736236572265625,0E-60,0,0,3f50624dd2f1aa24
centered,12000,31,5,chan_random,mean,8.3333333333432256e-08,8.3333333333334057869505132979763099380458394686381022135416666666666666666666667E-8,9.8198082468927671192145586095042138670881589253743489583333333333333E-20,1.1783769896271218089847110184224347900559381799951434715391406371861436966077354E-12,7419.6373333333331,3e765e9f80f2af44
centered,12000,31,5,chan_random,population_variance,0.0008500227499930557,0.0008500227499930555926023897850401163691916700819056878998219619222244722173709595,1.051734668866428427622391644498783697173655380777755277826290405E-19,1.2373017885403899546403997756463707619075631563110617015600314788742339351455792E-16,0.97005401350133336,3f4bda81f4bee95c
centered,12000,31,6,chan_random,sum,0.0010000000000000087,0.001000000000000008694434061595757157192565500736236572265625,0E-60,0,0,3f50624dd2f1aa24
centered,12000,31,6,chan_random,mean,8.3333333333358379e-08,8.3333333333334057869505132979763099380458394686381022135416666666666666666666667E-8,2.4320927600591663494030332988889616293211778004964192708333333333333E-20,2.9185113120709742444794791362638307853128051648496505067137993485176053684713537E-13,1837.6373333333333,3e765e9f80f29976
centered,12000,31,6,chan_random,population_variance,0.0008500227499930557,0.0008500227499930555926023897850401163691916700819056878998219619222244722173709595,1.051734668866428427622391644498783697173655380777755277826290405E-19,1.2373017885403899546403997756463707619075631563110617015600314788742339351455792E-16,0.97005401350133336,3f4bda81f4bee95c
centered,12000,31,7,chan_random,sum,0.0010000000000000087,0.001000000000000008694434061595757157192565500736236572265625,0E-60,0,0,3f50624dd2f1aa24
centered,12000,31,7,chan_random,mean,8.3333333333364268e-08,8.3333333333334057869505132979763099380458394686381022135416666666666666666666667E-8,3.0210453561969220539114762876427751810600360234578450520833333333333E-20,3.6252544274362749451581956923982682837514878238643932463880263505577352611504418E-13,2282.6373333333331,3e765e9f80f29b33
centered,12000,31,7,chan_random,population_variance,0.0008500227499930557,0.0008500227499930555926023897850401163691916700819056878998219619222244722173709595,1.051734668866428427622391644498783697173655380777755277826290405E-19,1.2373017885403899546403997756463707619075631563110617015600314788742339351455792E-16,0.97005401350133336,3f4bda81f4bee95c
centered,12000,31,8,chan_random,sum,0.0010000000000000087,0.001000000000000008694434061595757157192565500736236572265625,0E-60,0,0,3f50624dd2f1aa24
centered,12000,31,8,chan_random,mean,8.333333333340756e-08,8.3333333333334057869505132979763099380458394686381022135416666666666666666666667E-8,7.3501778100544476931184808184601327714820702870686848958333333333333E-20,8.8202133720652605449786043555797178509266136163075921261057713475763080228432448E-13,5553.6373333333331,3e765e9f80f2a7fa
centered,12000,31,8,chan_random,population_variance,0.0008500227499930557,0.0008500227499930555926023897850401163691916700819056878998219619222244722173709595,1.051734668866428427622391644498783697173655380777755277826290405E-19,1.2373017885403899546403997756463707619075631563110617015600314788742339351455792E-16,0.97005401350133336,3f4bda81f4bee95c
centered,12000,31,9,chan_random,sum,0.0010000000000000087,0.001000000000000008694434061595757157192565500736236572265625,0E-60,0,0,3f50624dd2f1aa24
centered,12000,31,9,chan_random,mean,8.3333333333362243e-08,8.3333333333334057869505132979763099380458394686381022135416666666666666666666667E-8,2.8185515422439408791029554398240482745071252187093098958333333333333E-20,3.3822618506926996480709066292778886494568396287424704617359887521034883542293171E-13,2129.6373333333331,3e765e9f80f29a9a
centered,12000,31,9,chan_random,population_variance,0.00085002274999305559,0.0008500227499930555926023897850401163691916700819056878998219619222244722173709595,3.2467503619076006385061156371158014252125869222244722173709595E-21,3.8196040775780713225832966670625146199745372691575344525362690658801283179862503E-18,0.029945986498666689,3f4bda81f4bee95b
centered,12000,31,10,chan_random,sum,0.0010000000000000087,0.001000000000000008694434061595757157192565500736236572265625,0E-60,0,0,3f50624dd2f1aa24
centered,12000,31,10,chan_random,mean,8.3333333333363765e-08,8.3333333333334057869505132979763099380458394686381022135416666666666666666666667E-8,2.9707527749536979712792946391649214395632346471150716145833333333333E-20,3.5649033299444065707182154022115073288286340237687522933371934829677915849216658E-13,2244.6373333333331,3e765e9f80f29b0d
centered,12000,31,10,chan_random,population_variance,0.0008500227499930557,0.0008500227499930555926023897850401163691916700819056878998219619222244722173709595,1.051734668866428427622391644498783697173655380777755277826290405E-19,1.2373017885403899546403997756463707619075631563110617015600314788742339351455792E-16,0.97005401350133336,3f4bda81f4bee95c
centered,12000,31,11,chan_random,sum,0.0010000000000000087,0.001000000000000008694434061595757157192565500736236572265625,0E-60,0,0,3f50624dd2f1aa24
centered,12000,31,11,chan_random,mean,8.3333333333381143e-08,8.3333333333334057869505132979763099380458394686381022135416666666666666666666667E-8,4.7084938058050985106491500194654994023342927296956380208333333333333E-20,5.6501925669660690875522712184014319028735561165470831184883396710097928188264809E-13,3557.6373333333331,3e765e9f80f2a02e
centered,12000,31,11,chan_random,population_variance,0.0008500227499930557,0.0008500227499930555926023897850401163691916700819056878998219619222244722173709595,1.051734668866428427622391644498783697173655380777755277826290405E-19,1.2373017885403899546403997756463707619075631563110617015600314788742339351455792E-16,0.97005401350133336,3f4bda81f4bee95c
centered,12000,31,12,chan_random,sum,0.0010000000000000087,0.001000000000000008694434061595757157192565500736236572265625,0E-60,0,0,3f50624dd2f1aa24
centered,12000,31,12,chan_random,mean,8.3333333333413198e-08,8.3333333333334057869505132979763099380458394686381022135416666666666666666666667E-8,7.9139841155705913563108329829750194524725278218587239583333333333333E-20,9.4967809386846270584373307666207748719038693752745143892545819158214660774079449E-13,5979.6373333333331,3e765e9f80f2a9a4
centered,12000,31,12,chan_random,population_variance,0.00085002274999305559,0.0008500227499930555926023897850401163691916700819056878998219619222244722173709595,3.2467503619076006385061156371158014252125869222244722173709595E-21,3.8196040775780713225832966670625146199745372691575344525362690658801283179862503E-18,0.029945986498666689,3f4bda81f4bee95b
centered,12000,31,13,chan_random,sum,0.0010000000000000087,0.001000000000000008694434061595757157192565500736236572265625,0E-60,0,0,3f50624dd2f1aa24
centered,12000,31,13,chan_random,mean,8.3333333333397792e-08,8.3333333333334057869505132979763099380458394686381022135416666666666666666666667E-8,6.3734429427518326146303214348639206339915593465169270833333333333333E-20,7.6481315313021326413810924040578866737406634986606704589606488138558229424001728E-13,4815.6373333333331,3e765e9f80f2a518
centered,12000,31,13,chan_random,population_variance,0.0008500227499930557,0.0008500227499930555926023897850401163691916700819056878998219619222244722173709595,1.051734668866428427622391644498783697173655380777755277826290405E-19,1.2373017885403899546403997756463707619075631563110617015600314788742339351455792E-16,0.97005401350133336,3f4bda81f4bee95c
centered,12000,31,14,chan_random,sum,0.0010000000000000087,0.001000000000000008694434061595757157192565500736236572265625,0E-60,0,0,3f50624dd2f1aa24
centered,12000,31,14,chan_random,mean,8.333333333338551e-08,8.3333333333334057869505132979763099380458394686381022135416666666666666666666667E-8,5.1452451692330971229812538088784397890170415242513020833333333333333E-20,6.1742942030796628655836790016022507219404443805355440265613619421856194808132204E-13,3887.6373333333331,3e765e9f80f2a178
centered,12000,31,14,chan_random,population_variance,0.00085002274999305559,0.0008500227499930555926023897850401163691916700819056878998219619222244722173709595,3.2467503619076006385061156371158014252125869222244722173709595E-21,3.8196040775780713225832966670625146199745372691575344525362690658801283179862503E-18,0.029945986498666689,3f4bda81f4bee95b
centered,12000,31,15,chan_random,sum,0.0010000000000000087,0.001000000000000008694434061595757157192565500736236572265625,0E-60,0,0,3f50624dd2f1aa24
centered,12000,31,15,chan_random,mean,8.3333333333390143e-08,8.3333333333334057869505132979763099380458394686381022135416666666666666666666667E-8,5.6084663122627926209092426764376189870138963063557942708333333333333E-20,6.7301595747152926301624448322697858330719925393111843836085067752508901829203684E-13,4237.6373333333331,3e765e9f80f2a2d6
centered,12000,31,15,chan_random,population_variance,0.0008500227499930557,0.0008500227499930555926023897850401163691916700819056878998219619222244722173709595,1.051734668866428427622391644498783697173655380777755277826290405E-19,1.2373017885403899546403997756463707619075631563110617015600314788742339351455792E-16,0.97005401350133336,3f4bda81f4bee95c
centered,12000,31,16,chan_random,sum,0.0010000000000000087,0.001000000000000008694434061595757157192565500736236572265625,0E-60,0,0,3f50624dd2f1aa24
centered,12000,31,16,chan_random,mean,8.3333333333365976e-08,8.3333333333334057869505132979763099380458394686381022135416666666666666666666667E-8,3.1917754346278669660049350416860155140360196431477864583333333333333E-20,3.8301305215534070583886550985585883675685441452417006922711168747446493199270764E-13,2411.6373333333331,3e765e9f80f29bb4
centered,12000,31,16,chan_random,population_variance,0.0008500227499930557,0.0008500227499930555926023897850401163691916700819056878998219619222244722173709595,1.051734668866428427622391644498783697173655380777755277826290405E-19,1.2373017885403899546403997756463707619075631563110617015600314788742339351455792E-16,0.97005401350133336,3f4bda81f4bee95c
centered,12000,31,17,chan_random,sum,0.0010000000000000087,0.001000000000000008694434061595757157192565500736236572265625,0E-60,0,0,3f50624dd2f1aa24
centered,12000,31,17,chan_random,mean,8.3333333333417248e-08,8.3333333333334057869505132979763099380458394686381022135416666666666666666666667E-8,8.3189717434765537059278746786124732655783494313557942708333333333333E-20,9.9827660921717776526119088928615341404931657655183599585586571127299598912501943E-13,6285.6373333333331,3e765e9f80f2aad6
