dataset,n,method,construction,capacity,seed,partition_size,merge_seed,q,value,oracle_value,value_error,target_index,tie_lower_index,tie_upper_index,rank_error,retained,retained_fraction
heavy_tail,20000,kll,sequential,64,47,,,0.98999999999999999,24.0408231875575,13.813202967028108,10.227620220529392,19799,19909,19909,0.0055002750137506879,125,0.0062500000000000003
heavy_tail,20000,kll,balanced_merge,64,47,257,20260859,0.01,-12.155375110557811,-13.164012854605495,1.0086377440476841,199,228,228,0.0014500725036251812,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,47,257,20260859,0.10000000000000001,-3.0977963475507457,-2.9008135571619906,0.1969827903887551,1999,1828,1828,0.0085504275213760684,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,47,257,20260859,0.25,-1.622211557900205,-1.583535778691336,0.038675779208868999,4999,4838,4838,0.0080504025201260064,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,47,257,20260859,0.5,-1.0032569066712238,-1.0020776007814378,0.0011793058897859865,9999,9979,9979,0.001000050002500125,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,47,257,20260859,0.75,1.5909520646576343,1.5738050763580405,0.017146988299593824,14999,15092,15092,0.0046502325116255811,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,47,257,20260859,0.90000000000000002,2.978244752276467,2.875138721444507,0.10310603083196002,17999,18108,18108,0.005450272513625681,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,47,257,20260859,0.98999999999999999,12.531583269715741,13.813202967028108,1.281619697312367,19799,19758,19758,0.0020501025051252561,105,0.0052500000000000003
heavy_tail,20000,kll,sequential,64,83,,,0.01,-8.5008307601324997,-13.164012854605495,4.6631820944729956,199,400,400,0.010050502525126256,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,83,,,0.10000000000000001,-2.8489700605002932,-2.9008135571619906,0.051843496661697408,1999,2072,2072,0.0036501825091254563,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,83,,,0.25,-1.5311111959267598,-1.583535778691336,0.052424582764576177,4999,5237,5237,0.011900595029751488,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,83,,,0.5,1.0016818839911923,-1.0020776007814378,2.0037594847726301,9999,10056,10056,0.0028501425071253564,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,83,,,0.75,1.6404886047162581,1.5738050763580405,0.06668352835821767,14999,15328,15328,0.016450822541127057,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,83,,,0.90000000000000002,3.3608360141683313,2.875138721444507,0.48569729272382434,17999,18408,18408,0.020451022551127556,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,83,,,0.98999999999999999,35.092781542283646,13.813202967028108,21.279578575255538,19799,19943,19943,0.0072003600180008996,125,0.0062500000000000003
heavy_tail,20000,kll,balanced_merge,64,83,257,20260895,0.01,-57.186953447687415,-13.164012854605495,44.02294059308192,199,24,24,0.0087504375218760942,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,83,257,20260895,0.10000000000000001,-2.9347132667393097,-2.9008135571619906,0.033899709577319026,1999,1966,1966,0.0016500825041252062,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,83,257,20260895,0.25,-1.6497418898832195,-1.583535778691336,0.066206111191883465,4999,4728,4728,0.013550677533876693,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,83,257,20260895,0.5,-1.0074179547608044,-1.0020776007814378,0.0053403539793666077,9999,9918,9918,0.0040502025101255062,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,83,257,20260895,0.75,1.5715222610460953,1.5738050763580405,0.0022828153119451855,14999,14990,14990,0.00045002250112505623,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,83,257,20260895,0.90000000000000002,2.9124565215667513,2.875138721444507,0.037317800122244282,17999,18040,18040,0.0020501025051252561,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,83,257,20260895,0.98999999999999999,7.7139497698854314,13.813202967028108,6.0992531971426764,19799,19521,19521,0.013900695034751737,105,0.0052500000000000003
heavy_tail,20000,kll,sequential,64,101,,,0.01,-15.267334020090301,-13.164012854605495,2.1033211654848056,199,163,163,0.0018000900045002249,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,101,,,0.10000000000000001,-2.7065776981601282,-2.9008135571619906,0.19423585900186247,1999,2259,2259,0.013000650032501625,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,101,,,0.25,-1.5462406338856678,-1.583535778691336,0.037295144805668201,4999,5171,5171,0.0086004300215010744,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,101,,,0.5,-1.0008107547939731,-1.0020776007814378,0.0012668459874647375,9999,10022,10022,0.0011500575028751438,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,101,,,0.75,1.5814496779657252,1.5738050763580405,0.0076446016076847645,14999,15041,15041,0.0021001050052502626,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,101,,,0.90000000000000002,3.1203955584647898,2.875138721444507,0.24525683702028278,17999,18229,18229,0.011500575028751438,125,0.0062500000000000003
heavy_tail,20000,kll,sequential,64,101,,,0.98999999999999999,7.279518393437777,13.813202967028108,6.5336845735903308,19799,19485,19485,0.015700785039251961,125,0.0062500000000000003
heavy_tail,20000,kll,balanced_merge,64,101,257,20260913,0.01,-19.901359020749553,-13.164012854605495,6.7373461661440572,199,104,104,0.004750237511875594,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,101,257,20260913,0.10000000000000001,-3.0758808758584828,-2.9008135571619906,0.17506731869649217,1999,1848,1848,0.0075503775188759436,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,101,257,20260913,0.25,-1.6296983093536097,-1.583535778691336,0.046162530662273715,4999,4811,4811,0.0094004700235011743,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,101,257,20260913,0.5,-1.0096151306677816,-1.0020776007814378,0.0075375298863438189,9999,9882,9882,0.0058502925146257309,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,101,257,20260913,0.75,1.5906611187311641,1.5738050763580405,0.016856042373123659,14999,15088,15088,0.0044502225111255561,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,101,257,20260913,0.90000000000000002,2.8382526929554359,2.875138721444507,0.036886028489071077,17999,17950,17950,0.0024501225061253061,105,0.0052500000000000003
heavy_tail,20000,kll,balanced_merge,64,101,257,20260913,0.98999999999999999,9.4686980514083601,13.813202967028108,4.3445049156197477,19799,19638,19638,0.0080504025201260064,105,0.0052500000000000003
heavy_tail,20000,kll,sequential,128,11,,,0.01,-15.221249353294562,-13.164012854605495,2.0572364986890666,199,165,165,0.0017000850042502124,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,11,,,0.10000000000000001,-2.8033488431686,-2.9008135571619906,0.097464713993390628,1999,2131,2131,0.0066003300165008248,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,11,,,0.25,-1.6026529307888744,-1.583535778691336,0.019117152097538392,4999,4926,4926,0.0036501825091254563,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,11,,,0.5,-1.0078873516053077,-1.0020776007814378,0.0058097508238699191,9999,9906,9906,0.0046502325116255811,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,11,,,0.75,1.6106851579607171,1.5738050763580405,0.03688008160267664,14999,15189,15189,0.0095004750237511881,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,11,,,0.90000000000000002,2.7083245807237177,2.875138721444507,0.16681414072078926,17999,17783,17783,0.01080054002700135,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,11,,,0.98999999999999999,12.046736365717287,13.813202967028108,1.766466601310821,19799,19748,19748,0.002550127506375319,163,0.0081499999999999993
heavy_tail,20000,kll,balanced_merge,128,11,257,20260823,0.01,-10.382764234855063,-13.164012854605495,2.781248619750432,199,303,303,0.00520026001300065,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,11,257,20260823,0.10000000000000001,-2.8115155765069524,-2.9008135571619906,0.089297980655038245,1999,2115,2115,0.0058002900145007249,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,11,257,20260823,0.25,-1.5828072245353488,-1.583535778691336,0.00072855415598716,4999,5002,5002,0.00015000750037501875,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,11,257,20260823,0.5,1.011189008904918,-1.0020776007814378,2.0132666096863558,9999,10202,10202,0.010150507525376268,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,11,257,20260823,0.75,1.6021924902915767,1.5738050763580405,0.028387413933536276,14999,15151,15151,0.0076003800190009504,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,11,257,20260823,0.90000000000000002,2.8461909506062155,2.875138721444507,0.028947770838291476,17999,17961,17961,0.0019000950047502376,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,11,257,20260823,0.98999999999999999,15.214490641264049,13.813202967028108,1.4012876742359417,19799,19832,19832,0.0016500825041252062,100,0.0050000000000000001
heavy_tail,20000,kll,sequential,128,29,,,0.01,-8.3394147739936013,-13.164012854605495,4.824598080611894,199,408,408,0.010450522526126306,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,29,,,0.10000000000000001,-2.7381238798798835,-2.9008135571619906,0.16268967728210715,1999,2214,2214,0.010750537526876344,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,29,,,0.25,-1.5366535015431249,-1.583535778691336,0.046882277148211138,4999,5214,5214,0.010750537526876344,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,29,,,0.5,-1.0098073326110844,-1.0020776007814378,0.0077297318296465356,9999,9878,9878,0.0060503025151257559,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,29,,,0.75,1.5839064361221253,1.5738050763580405,0.010101359764084883,14999,15058,15058,0.0029501475073753689,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,29,,,0.90000000000000002,2.7933245167179814,2.875138721444507,0.081814204726525563,17999,17889,17889,0.0055002750137506879,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,29,,,0.98999999999999999,12.09470724152,13.813202967028108,1.7184957255081077,19799,19749,19749,0.0025001250062503125,163,0.0081499999999999993
heavy_tail,20000,kll,balanced_merge,128,29,257,20260841,0.01,-14.566373830815238,-13.164012854605495,1.4023609762097422,199,172,172,0.0013500675033751687,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,29,257,20260841,0.10000000000000001,-2.9326719036780204,-2.9008135571619906,0.031858346516029812,1999,1969,1969,0.0015000750037501875,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,29,257,20260841,0.25,-1.6194505589244408,-1.583535778691336,0.035914780233104793,4999,4849,4849,0.0075003750187509375,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,29,257,20260841,0.5,1.0063655588866713,-1.0020776007814378,2.0084431596681092,9999,10126,10126,0.0063503175158757938,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,29,257,20260841,0.75,1.5814496779657252,1.5738050763580405,0.0076446016076847645,14999,15041,15041,0.0021001050052502626,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,29,257,20260841,0.90000000000000002,2.8224983064228342,2.875138721444507,0.052640415021672826,17999,17924,17924,0.0037501875093754688,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,29,257,20260841,0.98999999999999999,10.95760681685614,13.813202967028108,2.8555961501719676,19799,19711,19711,0.0044002200110005501,100,0.0050000000000000001
heavy_tail,20000,kll,sequential,128,47,,,0.01,-48.041823292876252,-13.164012854605495,34.877810438270757,199,33,33,0.0083004150207510383,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,47,,,0.10000000000000001,-2.8709306790589988,-2.9008135571619906,0.029882878102991839,1999,2037,2037,0.0019000950047502376,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,47,,,0.25,-1.5676952908086998,-1.583535778691336,0.015840487882636145,4999,5083,5083,0.0042002100105005252,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,47,,,0.5,1.015428584010474,-1.0020776007814378,2.0175061847919116,9999,10259,10259,0.013000650032501625,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,47,,,0.75,1.6248435892510811,1.5738050763580405,0.051038512893040622,14999,15253,15253,0.012700635031751588,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,47,,,0.90000000000000002,2.859594942881138,2.875138721444507,0.015543778563368971,17999,17980,17980,0.00095004750237511881,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,47,,,0.98999999999999999,10.401174878193423,13.813202967028108,3.4120280888346848,19799,19689,19689,0.0055002750137506879,163,0.0081499999999999993
heavy_tail,20000,kll,balanced_merge,128,47,257,20260859,0.01,-22.544796189451528,-13.164012854605495,9.3807833348460328,199,86,86,0.0056502825141257059,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,47,257,20260859,0.10000000000000001,-3.144956856693355,-2.9008135571619906,0.24414329953136438,1999,1785,1785,0.010700535026751338,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,47,257,20260859,0.25,-1.5802472999791779,-1.583535778691336,0.0032884787121580938,4999,5020,5020,0.0010500525026251313,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,47,257,20260859,0.5,1.0003328641491223,-1.0020776007814378,2.0024104649305601,9999,10035,10035,0.0018000900045002249,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,47,257,20260859,0.75,1.5463257212282626,1.5738050763580405,0.027479355129777838,14999,14872,14872,0.0063503175158757938,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,47,257,20260859,0.90000000000000002,2.8666636858093733,2.875138721444507,0.008475035635133743,17999,17987,17987,0.00060003000150007501,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,47,257,20260859,0.98999999999999999,20.568959421842489,13.813202967028108,6.7557564548143816,19799,19888,19888,0.0044502225111255561,100,0.0050000000000000001
heavy_tail,20000,kll,sequential,128,83,,,0.01,-16.889628008145067,-13.164012854605495,3.7256151535395716,199,135,135,0.0032001600080003999,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,83,,,0.10000000000000001,-3.0716700795646648,-2.9008135571619906,0.17085652240267413,1999,1851,1851,0.0074003700185009246,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,83,,,0.25,-1.6296983093536097,-1.583535778691336,0.046162530662273715,4999,4811,4811,0.0094004700235011743,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,83,,,0.5,-1.00730400079315,-1.0020776007814378,0.0052264000117121512,9999,9920,9920,0.0039501975098754942,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,83,,,0.75,1.5650131035462711,1.5738050763580405,0.0087919728117693552,14999,14956,14956,0.0021501075053752686,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,83,,,0.90000000000000002,2.7366686492918739,2.875138721444507,0.13847007215263307,17999,17823,17823,0.0088004400220011002,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,83,,,0.98999999999999999,10.356121143606162,13.813202967028108,3.4570818234219463,19799,19685,19685,0.0057002850142507128,163,0.0081499999999999993
heavy_tail,20000,kll,balanced_merge,128,83,257,20260895,0.01,-18.375197807469213,-13.164012854605495,5.211184952863718,199,116,116,0.0041502075103755191,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,83,257,20260895,0.10000000000000001,-2.9925877265083276,-2.9008135571619906,0.091774169346336976,1999,1917,1917,0.0041002050102505122,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,83,257,20260895,0.25,-1.6090977066789218,-1.583535778691336,0.025561927987585831,4999,4897,4897,0.0051002550127506379,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,83,257,20260895,0.5,1.0020575455182807,-1.0020776007814378,2.0041351462997188,9999,10066,10066,0.0033501675083754188,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,83,257,20260895,0.75,1.58439524819628,1.5738050763580405,0.010590171838239515,14999,15064,15064,0.0032501625081254064,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,83,257,20260895,0.90000000000000002,2.7132102686006734,2.875138721444507,0.16192845284383361,17999,17794,17794,0.010250512525626282,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,83,257,20260895,0.98999999999999999,9.6985350021098249,13.813202967028108,4.1146679649182829,19799,19652,19652,0.0073503675183759186,100,0.0050000000000000001
heavy_tail,20000,kll,sequential,128,101,,,0.01,-42.974539929746641,-13.164012854605495,29.810527075141145,199,41,41,0.0079003950197509883,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,101,,,0.10000000000000001,-2.9969015537660475,-2.9008135571619906,0.096087996604056869,1999,1911,1911,0.0044002200110005501,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,101,,,0.25,-1.6315246772794505,-1.583535778691336,0.047988898588114504,4999,4799,4799,0.01000050002500125,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,101,,,0.5,-1.0090711533408934,-1.0020776007814378,0.0069935525594555514,9999,9887,9887,0.0056002800140006999,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,101,,,0.75,1.5440840264708697,1.5738050763580405,0.029721049887170725,14999,14859,14859,0.0070003500175008747,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,101,,,0.90000000000000002,2.8584663629366651,2.875138721444507,0.016672358507841878,17999,17977,17977,0.0011000550027501375,163,0.0081499999999999993
heavy_tail,20000,kll,sequential,128,101,,,0.98999999999999999,10.084305872218957,13.813202967028108,3.7288970948091507,19799,19675,19675,0.0062003100155007748,163,0.0081499999999999993
heavy_tail,20000,kll,balanced_merge,128,101,257,20260913,0.01,-11.281591133466685,-13.164012854605495,1.8824217211388099,199,260,260,0.0030501525076253814,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,101,257,20260913,0.10000000000000001,-2.9008135571619906,-2.9008135571619906,0,1999,1999,1999,0,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,101,257,20260913,0.25,-1.5958609925221388,-1.583535778691336,0.012325213830802761,4999,4952,4952,0.0023501175058752936,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,101,257,20260913,0.5,1.01067579638772,-1.0020776007814378,2.012753397169158,9999,10197,10197,0.009900495024751238,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,101,257,20260913,0.75,1.5959280524837658,1.5738050763580405,0.022122976125725335,14999,15116,15116,0.0058502925146257309,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,101,257,20260913,0.90000000000000002,2.7981561180523888,2.875138721444507,0.076982603392118154,17999,17898,17898,0.005050252512625631,100,0.0050000000000000001
heavy_tail,20000,kll,balanced_merge,128,101,257,20260913,0.98999999999999999,15.432456638292868,13.813202967028108,1.6192536712647598,19799,19836,19836,0.0018500925046252312,100,0.0050000000000000001
regime_change,20000,exact_median,exact,,,,,,-0.51869675014341843,-0.51869675014341843,0,,,,,20000,1
regime_change,20000,kll,sequential,32,11,,,0.01,-2.9526199008657832,-2.9964655330532235,0.043845632187440309,199,263,263,0.0032001600080003999,35,0.00175
regime_change,20000,kll,sequential,32,11,,,0.10000000000000001,-2.563898521560978,-2.4165325302487011,0.1473659913122769,1999,1257,1257,0.03710185509275464,35,0.00175
regime_change,20000,kll,sequential,32,11,,,0.25,-2.0991722499289973,-2.0001219066508846,0.099050343278112685,4999,4258,4258,0.037051852592629629,35,0.00175
regime_change,20000,kll,sequential,32,11,,,0.5,-1.2782454340160641,-0.51909894632882314,0.75914648768724091,9999,9237,9237,0.038101905095254761,35,0.00175
regime_change,20000,kll,sequential,32,11,,,0.75,2.6437759211169998,2.9891420656643359,0.34536614454733616,14999,13848,13848,0.057552877643882193,35,0.00175
regime_change,20000,kll,sequential,32,11,,,0.90000000000000002,3.7778083545035361,4.0113231646777718,0.2335148101742357,17999,17404,17404,0.029751487574378718,35,0.00175
regime_change,20000,kll,sequential,32,11,,,0.98999999999999999,4.3164195836508314,5.5203054736623329,1.2038858900115015,19799,18612,18612,0.059352967648382417,35,0.00175
regime_change,20000,kll,balanced_merge,32,11,257,20260823,0.01,-2.8705821819139201,-2.9964655330532235,0.12588335113930338,199,377,377,0.0089004450222511123,68,0.0033999999999999998
regime_change,20000,kll,balanced_merge,32,11,257,20260823,0.10000000000000001,-2.4112897421941177,-2.4165325302487011,0.0052427880545833361,1999,2035,2035,0.0018000900045002249,68,0.0033999999999999998
regime_change,20000,kll,balanced_merge,32,11,257,20260823,0.25,-1.9876373087888326,-2.0001219066508846,0.012484597862052027,4999,5091,5091,0.0046002300115005751,68,0.0033999999999999998
regime_change,20000,kll,balanced_merge,32,11,257,20260823,0.5,-0.53595122803401685,-0.51909894632882314,0.016852281705193706,9999,9998,9998,5.0002500125006248e-05,68,0.0033999999999999998
regime_change,20000,kll,balanced_merge,32,11,257,20260823,0.75,2.9756413648539217,2.9891420656643359,0.013500700810414212,14999,14948,14948,0.002550127506375319,68,0.0033999999999999998
regime_change,20000,kll,balanced_merge,32,11,257,20260823,0.90000000000000002,3.9924875448316794,4.0113231646777718,0.018835619846092388,17999,17942,17942,0.0028501425071253564,68,0.0033999999999999998
regime_change,20000,kll,balanced_merge,32,11,257,20260823,0.98999999999999999,5.3580523963453688,5.5203054736623329,0.16225307731696414,19799,19728,19728,0.0035501775088754438,68,0.0033999999999999998
regime_change,20000,kll,sequential,32,29,,,0.01,-2.6261824386699972,-2.9964655330532235,0.37028309438322626,199,1005,1005,0.04030201510075504,35,0.00175
regime_change,20000,kll,sequential,32,29,,,0.10000000000000001,-2.3897889896688067,-2.4165325302487011,0.026743540579894365,1999,2161,2161,0.0081004050202510124,35,0.00175
regime_change,20000,kll,sequential,32,29,,,0.25,-2.0179685405333534,-2.0001219066508846,0.017846633882468765,4999,4885,4885,0.0057002850142507128,35,0.00175
regime_change,20000,kll,sequential,32,29,,,0.5,0.88418309392544225,-0.51909894632882314,1.4032820402542654,9999,10405,10405,0.020301015050752536,35,0.00175
regime_change,20000,kll,sequential,32,29,,,0.75,3.0419344070691103,2.9891420656643359,0.052792341404774401,14999,15183,15183,0.0092004600230011502,35,0.00175
regime_change,20000,kll,sequential,32,29,,,0.90000000000000002,4.3035247357524762,4.0113231646777718,0.29220157107470435,17999,18588,18588,0.029451472573628682,35,0.00175
regime_change,20000,kll,sequential,32,29,,,0.98999999999999999,5.512240681781317,5.5203054736623329,0.0080647918810159425,19799,19798,19798,5.0002500125006248e-05,35,0.00175
regime_change,20000,kll,balanced_merge,32,29,257,20260841,0.01,-2.9931311975091388,-2.9964655330532235,0.0033343355440846878,199,204,204,0.00025001250062503126,68,0.0033999999999999998
regime_change,20000,kll,balanced_merge,32,29,257,20260841,0.10000000000000001,-2.4357578556995167,-2.4165325302487011,0.019225325450815678,1999,1905,1905,0.0047002350117505871,68,0.0033999999999999998
regime_change,20000,kll,balanced_merge,32,29,257,20260841,0.25,-2.0424272170175795,-2.0001219066508846,0.042305310366694826,4999,4690,4690,0.015450772538626931,68,0.0033999999999999998
regime_change,20000,kll,balanced_merge,32,29,257,20260841,0.5,-0.73192121825853018,-0.51909894632882314,0.21282227192970704,9999,9947,9947,0.002600130006500325,68,0.0033999999999999998
regime_change,20000,kll,balanced_merge,32,29,257,20260841,0.75,2.9963934078532337,2.9891420656643359,0.0072513421888977803,14999,15012,15012,0.00065003250162508125,68,0.0033999999999999998
regime_change,20000,kll,balanced_merge,32,29,257,20260841,0.90000000000000002,4.0477778268582201,4.0113231646777718,0.036454662180448238,17999,18082,18082,0.0041502075103755191,68,0.0033999999999999998
regime_change,20000,kll,balanced_merge,32,29,257,20260841,0.98999999999999999,5.4712828250880143,5.5203054736623329,0.049022648574318595,19799,19780,19780,0.00095004750237511881,68,0.0033999999999999998
regime_change,20000,kll,sequential,32,47,,,0.01,-2.8067095625471472,-2.9964655330532235,0.18975597050607629,199,490,490,0.014550727536376819,35,0.00175
regime_change,20000,kll,sequential,32,47,,,0.10000000000000001,-2.4989055367497928,-2.4165325302487011,0.082373006501091695,1999,1577,1577,0.021101055052752636,35,0.00175
regime_change,20000,kll,sequential,32,47,,,0.25,-2.0594464707012743,-2.0001219066508846,0.059324564050389661,4999,4539,4539,0.023001150057502875,35,0.00175
regime_change,20000,kll,sequential,32,47,,,0.5,-0.92580510297049035,-0.51909894632882314,0.4067061566416672,9999,9834,9834,0.0082504125206260305,35,0.00175
regime_change,20000,kll,sequential,32,47,,,0.75,3.0453142530017225,2.9891420656643359,0.056172187337386603,14999,15198,15198,0.009950497524876244,35,0.00175
regime_change,20000,kll,sequential,32,47,,,0.90000000000000002,4.2735421013616666,4.0113231646777718,0.26221893668389473,17999,18546,18546,0.027351367568378419,35,0.00175
regime_change,20000,kll,sequential,32,47,,,0.98999999999999999,5.8529095578470614,5.5203054736623329,0.33260408418472842,19799,19909,19909,0.0055002750137506879,35,0.00175
regime_change,20000,kll,balanced_merge,32,47,257,20260859,0.01,-2.9207664065606647,-2.9964655330532235,0.075699126492558833,199,299,299,0.005000250012500625,68,0.0033999999999999998
regime_change,20000,kll,balanced_merge,32,47,257,20260859,0.10000000000000001,-2.4400478441788107,-2.4165325302487011,0.023515313930109638,1999,1879,1879,0.0060003000150007499,68,0.0033999999999999998
regime_change,20000,kll,balanced_merge,32,47,257,20260859,0.25,-2.0047452530966479,-2.0001219066508846,0.0046233464457632323,4999,4972,4972,0.0013500675033751687,68,0.0033999999999999998
regime_change,20000,kll,balanced_merge,32,47,257,20260859,0.5,-0.88403170970819156,-0.51909894632882314,0.36493276337936842,9999,9861,9861,0.0069003450172508626,68,0.0033999999999999998
regime_change,20000,kll,balanced_merge,32,47,257,20260859,0.75,2.8691461102809632,2.9891420656643359,0.11999595538337271,14999,14588,14588,0.020551027551377568,68,0.0033999999999999998
regime_change,20000,kll,balanced_merge,32,47,257,20260859,0.90000000000000002,3.9162319576918856,4.0113231646777718,0.095091206985886245,17999,17764,17764,0.01175058752937647,68,0.0033999999999999998
regime_change,20000,kll,balanced_merge,32,47,257,20260859,0.98999999999999999,4.7329766301244733,5.5203054736623329,0.78732884353785959,19799,19216,19216,0.029151457572878643,68,0.0033999999999999998
regime_change,20000,kll,sequential,32,83,,,0.01,-2.68352902948872,-2.9964655330532235,0.31293650356450353,199,808,808,0.030451522576128806,35,0.00175
regime_change,20000,kll,sequential,32,83,,,0.10000000000000001,-2.4147233931903496,-2.4165325302487011,0.0018091370583515065,1999,2014,2014,0.00075003750187509373,35,0.00175
regime_change,20000,kll,sequential,32,83,,,0.25,-1.9669764589923171,-2.0001219066508846,0.033145447658567528,4999,5272,5272,0.013650682534126707,35,0.00175
regime_change,20000,kll,sequential,32,83,,,0.5,-0.64793526106159782,-0.51909894632882314,0.12883631473277468,9999,9975,9975,0.00120006000300015,35,0.00175
regime_change,20000,kll,sequential,32,83,,,0.75,2.9799544257355182,2.9891420656643359,0.0091876399288177701,14999,14966,14966,0.0016500825041252062,35,0.00175
regime_change,20000,kll,sequential,32,83,,,0.90000000000000002,4.3119105149638539,4.0113231646777718,0.30058735028608208,17999,18603,18603,0.030201510075503774,35,0.00175
regime_change,20000,kll,sequential,32,83,,,0.98999999999999999,5.0200139873737619,5.5203054736623329,0.50029148628857101,19799,19509,19509,0.014500725036251813,35,0.00175
regime_change,20000,kll,balanced_merge,32,83,257,20260895,0.01,-3.0542045276198779,-2.9964655330532235,0.057738994566654434,199,154,154,0.0022501125056252811,68,0.0033999999999999998
